V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Level of physical disorder in immediate area_codelist,Level of physical disorder in immediate area,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
9.845241765,9.814078022999999,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,75+,,All adults
11.81710277,1.81846356,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,75+,,All adults
30.62420995,15.44797341,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16-24,,Female
94.70934672,11.97999872,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16-24,,Female
62.34951332,11.00579791,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16+,,Female
43.829661,2.55905835,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16+,,Female
86.24199125,31.65507389,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,25-34,,Female
52.53095885,5.638791082999999,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,25-34,,Female
82.31906863,22.58784751,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,35-44,,Female
50.28786246,5.924941225,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,35-44,,Female
64.69993986,31.09801982,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,45-54,,Female
48.72594742,7.1843771410000015,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,45-54,,Female
85.43933115,33.06754505,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,55-64,,Female
25.40093909,4.171013465,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,55-64,,Female
20.44756205,12.03506472,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,65-74,,Female
15.50477146,2.66757085,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,65-74,,Female
16.27923575,16.20445789,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,75+,,Female
13.39604127,2.556448837,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,75+,,Female
123.7207885,36.51938173,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16-24,,Male
139.62911630000002,18.33160675,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16-24,,Male
74.19997776,13.34245232,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,16+,,Male
57.78639381,3.515675514,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,16+,,Male
91.24793911,33.16603995,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,25-34,,Male
65.72026605,8.109773559,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,25-34,,Male
86.60778259,39.27376479,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,35-44,,Male
45.74630183,5.95726045,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,35-44,,Male
54.83952426,19.49356353,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,45-54,,Male
66.50730757,8.768817346,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,45-54,,Male
10.78495206,10.78275964,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,55-64,,Male
34.17044492,5.586650588,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,55-64,,Male
21.79079856,15.41704926,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,65-74,,Male
23.29295113,4.059873425,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All personal crime,,75+,,Male
9.754073779,2.552897625,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All personal crime,,75+,,Male
31.89822053,13.32969047,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,16-24,,All adults
26.07648582,5.35569594,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,16-24,,All adults
22.9821325,5.103633701000001,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,16+,,All adults
13.68272736,1.156067999,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,16+,,All adults
16.01690905,7.19864227,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,25-34,,All adults
17.50858761,2.924857045,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,25-34,,All adults
53.63476614,21.16661675,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,35-44,,All adults
12.14315898,2.22878982,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,35-44,,All adults
9.088414589,5.661218561,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,45-54,,All adults
18.8437217,3.1219695310000004,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,45-54,,All adults
15.62520777,8.001910837,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,55-64,,All adults
9.054939078,2.316403566,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,55-64,,All adults
0.0,0.0,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,65-74,,All adults
5.474576685,1.511043574,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,75+,,All adults
1.611092032,0.597787004,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,75+,,All adults
23.47959555,14.51694077,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,16-24,,Female
11.89019456,4.830023973,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,16-24,,Female
17.85647248,4.753032546,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,16+,,Female
9.286167721,1.225548241,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,16+,,Female
5.562632196,3.926402861,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,25-34,,Female
13.28288437,3.253486617,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,25-34,,Female
45.59767521,17.68314201,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,35-44,,Female
8.61940267,2.285830772,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,35-44,,Female
8.395525122999999,8.372318006,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,45-54,,Female
15.19131572,4.16981981,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,45-54,,Female
28.19648203,16.48210813,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,55-64,,Female
7.225980177999999,2.495613038,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,55-64,,Female
0.0,0.0,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,65-74,,Female
3.799606591,1.660321874,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,65-74,,Female
0.0,0.0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,75+,,Female
1.00012822,0.590818791,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,75+,,Female
39.05180226,21.27517153,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,16-24,,Male
39.82102482,9.481990259,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,16-24,,Male
27.75462086,8.813220084,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,16+,,Male
18.30019114,1.959767543,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,16+,,Male
26.72873774,14.01468574,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,25-34,,Male
21.7502746,4.9022337910000005,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,25-34,,Male
60.34474926,35.85965088,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,35-44,,Male
15.76388459,3.774014008,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,35-44,,Male
9.683357926000001,7.66523009,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,45-54,,Male
22.64506652,4.684756644,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,45-54,,Male
5.392476029,5.391379819,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,55-64,,Male
10.96877884,3.96474176,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,55-64,,Male
0.0,0.0,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,65-74,,Male
7.263148576,2.55821827,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence without injury,,75+,,Male
2.409372681,1.141431804,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence without injury,,75+,,Male
48.0616843,15.50990078,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,16-24,,All adults
63.63423307,8.745498956,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,16-24,,All adults
40.62685639,6.68482062,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,16+,,All adults
26.11260078,1.68494117,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,16+,,All adults
49.38576789,16.92000111,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,25-34,,All adults
30.99161652,4.06125449,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,25-34,,All adults
62.30596041,21.83857206,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,35-44,,All adults
22.53622549,2.9586062330000003,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,35-44,,All adults
27.51236248,10.41088453,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,45-54,,All adults
35.09728434,4.374439548,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,45-54,,All adults
29.06181687,12.56636472,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,55-64,,All adults
13.43903872,2.599722874,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,55-64,,All adults
9.426264907,6.699907483,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,65-74,,All adults
6.87550581,1.617556804,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,75+,,All adults
1.778570776,0.620760915,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,75+,,All adults
26.28835845,14.80616073,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,16-24,,Female
37.20456068,8.554134071,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,16-24,,Female
38.27624946,8.700765299,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,16+,,Female
19.61829206,1.95452768,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,16+,,Female
67.83877377,28.75152812,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,25-34,,Female
24.44704057,4.454045326,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,25-34,,Female
52.19676559,18.2733848,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,35-44,,Female
16.64201555,3.2683076860000004,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,35-44,,Female
17.28393634,11.76225635,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,45-54,,Female
32.82559596,6.631955789,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,45-54,,Female
51.51559421,24.38251503,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,55-64,,Female
13.44237038,3.257864937,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,55-64,,Female
0.0,0.0,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,65-74,,Female
4.812052811,1.7442250380000002,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,65-74,,Female
0.0,0.0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,75+,,Female
1.00012822,0.590818791,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,75+,,Female
66.56319335,24.52380751,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,16-24,,Male
89.24090197,15.02805836,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,16-24,,Male
42.81550022,9.994699967999999,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,16+,,Male
32.93321457,2.7519000630000003,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,16+,,Male
30.47815328,17.18255228,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,25-34,,Male
37.56094736,6.846222622999999,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,25-34,,Male
70.74589561,36.97708119,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,35-44,,Male
28.5926366,4.940979241,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,35-44,,Male
36.29490904,16.42098295,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,45-54,,Male
37.46160828,5.838449077999999,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,45-54,,Male
10.78495206,10.78275964,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,55-64,,Male
13.43555244,4.092736913,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,55-64,,Male
21.79079856,15.41704926,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,65-74,,Male
9.078908751,2.768998206,2607,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,65-74,,Male
0.0,0.0,46,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,All violence,,75+,,Male
2.795677875,1.204681252,1839,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,All violence,,75+,,Male
16.16346377,7.1826611410000005,210,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,16-24,,All adults
37.55774725,6.712426286,2362,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,16-24,,All adults
17.64472389,4.018645678,1842,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,16+,,All adults
12.42987342,1.166121218,33325,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,16+,,All adults
33.36885884,13.84240257,405,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,25-34,,All adults
13.48302891,2.658371165,4855,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,25-34,,All adults
8.67119427,4.896720888,347,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,35-44,,All adults
10.39306651,1.957384106,5429,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,35-44,,All adults
18.42394789,8.959375076,336,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,45-54,,All adults
16.25356264,3.067117503,5819,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,45-54,,All adults
13.436609099999998,8.790293685,254,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,55-64,,All adults
4.384099642,1.165461974,5361,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,55-64,,All adults
9.426264907,6.699907483,186,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,65-74,,All adults
1.400929125,0.484599108,5377,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,65-74,,All adults
0.0,0.0,104,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,75+,,All adults
0.167478745,0.167485055,4122,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,75+,,All adults
2.8087628980000003,2.820440791,113,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,16-24,,Female
25.31436612,7.100876367000001,1241,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,16-24,,Female
20.41977698,6.977245161,969,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,16+,,Female
10.33212434,1.418063146,17874,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,16+,,Female
62.27614157,26.96015179,247,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,25-34,,Female
11.1641562,2.612457038,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,25-34,,Female
6.599090384,4.702446213,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,35-44,,Female
8.022612877,2.345053889,2930,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,35-44,,Female
8.888411213,8.859172731000001,163,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,45-54,,Female
17.63428024,5.092841577,3078,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,45-54,,Female
23.31911218,18.31761512,116,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,55-64,,Female
6.216390202,2.057323558,2802,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,55-64,,Female
0.0,0.0,99,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,65-74,,Female
1.01244622,0.535256298,2770,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,65-74,,Female
0.0,0.0,58,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,75+,,Female
0.0,0.0,2283,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,75+,,Female
27.51139109,13.16123038,97,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,16-24,,Male
49.41987714,11.11329121,1121,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,16-24,,Male
15.06087936,4.290493426,873,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,16+,,Male
14.63302343,1.875161168,15451,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,16+,,Male
3.749415538,3.754619313,158,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,25-34,,Male
15.81067276,4.647539346,2085,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,25-34,,Male
10.40114634,8.078341685,174,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,35-44,,Male
12.82875201,3.177631701,2499,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,35-44,,Male
26.61155112,14.74425915,173,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,45-54,,Male
14.81654176,3.424850125,2741,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,45-54,,Male
5.392476029,5.391379819,138,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,55-64,,Male
2.466773598,1.027917211,2559,Quarter,2017 Q1,K04000001,,,Low,,Incidence rate,,Violence with injury,,55-64,,Male
21.79079856,15.41704926,87,Quarter,2017 Q1,K04000001,,,High,,Incidence rate,,Violence with injury,,65-74,,Male
